bird,1677,1649,1716,1683
bird,3781,3186,3820,3219
bird,3848,1352,3877,1394
bird,3889,2606,3921,2643
bird,4106,1931,4151,1957
bird,3867,2662,3895,2701
bird,3343,890,3386,915
bird,3030,2018,3068,2045
bird,2948,1781,2982,1811
bird,2320,1197,2342,1242
bird,3346,2009,3375,2043
bird,3948,2559,3978,2591
bird,3339,1961,3376,1986
bird,2293,3104,2334,3125
bird,1670,1636,1707,1659
bird,2321,3124,2346,3156
bird,2361,1162,2389,1189
bird,2317,1159,2342,1189
bird,2407,1163,2443,1182
bird,3035,2048,3070,2065
bird,2560,1970,2580,1997
bird,2540,1974,2558,2003
bird,3114,1514,3140,1534
bird,3121,1535,3146,1554
bird,3271,3121,3294,3140
bird,3599,1688,3621,1706
bird,2952,2332,2967,2357
bird,2959,1341,2981,1358
bird,3563,1782,3580,1804
bird,3132,2887,3155,2903
bird,3143,2867,3165,2883
bird,3594,1757,3618,1770
bird,3357,1994,3376,2010
bird,3496,1639,3509,1662
bird,3325,2295,3337,2319
bird,3167,2878,3186,2893
bird,2943,1351,2963,1365
bird,3511,1650,3531,1664
bird,3634,1732,3646,1754
bird,3298,2203,3310,2225
bird,3134,1356,3154,1369
bird,3553,1823,3566,1842
bird,3511,1542,3533,1553
bird,2935,1336,2955,1348
bird,3155,2873,3167,2893
bird,3300,3100,3315,3116
bird,3382,2003,3401,2015
bird,2748,1380,2760,1399
bird,3274,1424,3290,1437
bird,3161,2889,3178,2901
bird,3567,1725,3582,1738
bird,3041,2752,3054,2767
bird,2681,1954,2693,1970
bird,2727,1383,2746,1393
bird,2668,1665,2681,1679
bird,3276,1408,3291,1420
bird,2846,2095,2861,2107
bird,3375,1433,3387,1447
bird,2954,2515,2969,2524
bird,3266,1425,3274,1441
bird,3302,1667,3317,1675
bird,2843,2103,2855,2113
bird,3143,2881,3155,2890
bird,3293,1692,3299,1707
