bird,3211,1447,3261,1489
bird,3926,2049,3977,2089
bird,2391,1767,2444,1802
bird,2988,1286,3031,1328
bird,3068,1198,3117,1234
bird,3081,1007,3136,1038
bird,2707,1613,2739,1666
bird,3261,1228,3292,1282
bird,3177,1326,3229,1358
bird,4235,2802,4271,2848
bird,4962,3430,5011,3462
bird,3116,1392,3169,1421
bird,2089,2395,2123,2440
bird,2649,434,2678,485
bird,2514,529,2543,579
bird,4238,2677,4267,2727
bird,3492,1393,3529,1432
bird,4024,2021,4075,2049
bird,3362,1358,3419,1383
bird,2604,1781,2658,1807
bird,3462,1231,3493,1276
bird,4073,2740,4127,2765
bird,3352,1510,3379,1560
bird,2651,608,2677,659
bird,3282,960,3329,988
bird,3329,1163,3355,1213
bird,2579,655,2603,709
bird,2309,2395,2337,2441
bird,4999,3616,5040,3647
bird,3155,1083,3179,1135
bird,2415,2333,2463,2359
bird,2581,536,2604,589
bird,2954,1877,3004,1901
bird,5163,3554,5207,3581
bird,4791,3528,4814,3570
bird,2732,1158,2766,1185
bird,2178,1232,2212,1258
bird,2557,1165,2584,1197
bird,2578,1383,2598,1423
bird,2579,1045,2600,1081
bird,2583,1199,2606,1231
bird,2308,1268,2347,1286
bird,2752,1071,2777,1098
bird,2398,976,2418,1008
