bird,2175,2879,2204,2897
bird,2113,2856,2128,2886
bird,2147,2877,2160,2903
bird,2858,597,2878,611
bird,3021,565,3037,582
bird,2760,717,2778,732
bird,2980,535,2996,551
bird,2916,583,2934,596
bird,2707,496,2722,511
bird,2154,689,2169,704
bird,2064,2469,2079,2483
bird,2898,519,2909,538
bird,3028,677,3043,691
bird,2962,645,2973,664
bird,2515,691,2527,708
bird,2861,802,2879,813
bird,2475,713,2486,731
bird,2984,670,2999,683
bird,2937,625,2950,640
bird,2837,705,2849,721
bird,2998,637,3017,647
bird,2850,692,2869,702
bird,2578,751,2597,761
bird,2199,604,2210,621
bird,2839,636,2856,647
bird,2848,521,2862,534
bird,2517,620,2531,633
bird,2826,812,2840,825
bird,2012,2270,2026,2283
bird,2674,467,2684,485
bird,2568,705,2586,715
bird,2063,2326,2081,2336
bird,2933,756,2948,768
bird,2928,673,2943,685
bird,1902,2429,1918,2440
bird,1922,2354,1941,2363
bird,2608,454,2618,471
bird,2170,721,2183,734
bird,2907,713,2920,726
bird,1996,2484,2010,2496
bird,2951,548,2963,562
bird,2103,689,2118,700
bird,2593,636,2608,647
bird,2555,479,2570,490
bird,2627,497,2642,508
bird,2978,762,2994,772
bird,2822,636,2838,646
bird,2556,617,2572,627
bird,2415,777,2428,789
bird,2001,2523,2010,2540
bird,1932,2522,1947,2532
bird,2954,741,2964,756
bird,1951,2471,1966,2481
bird,2955,696,2963,714
bird,1963,2431,1972,2447
bird,2567,658,2583,667
bird,2807,762,2819,774
bird,2898,737,2910,749
bird,2821,717,2832,730
bird,2033,2282,2046,2293
bird,1963,2291,1976,2302
bird,2990,719,3000,733
bird,2771,656,2785,666
bird,1997,2251,2011,2261
bird,2590,701,2604,711
bird,2034,2248,2044,2262
bird,2561,721,2575,731
bird,2389,801,2401,812
bird,2908,629,2919,641
bird,1911,2395,1922,2407
bird,2364,845,2375,857
bird,2150,2670,2162,2681
bird,2367,782,2378,794
bird,2598,451,2609,463
bird,2385,764,2398,774
bird,2048,2220,2058,2233
bird,2859,631,2869,644
bird,2211,2666,2220,2680
bird,1966,2253,1975,2267
bird,2033,2226,2047,2235
bird,2412,810,2423,821
bird,2199,689,2209,701
bird,1939,2438,1948,2451
bird,1908,2287,1916,2301
bird,2144,2700,2158,2708
bird,1938,2567,1949,2577
bird,1942,2456,1952,2467
bird,1947,2245,1956,2257
bird,2128,2322,2137,2334
bird,1935,2290,1950,2297
bird,2511,638,2519,651
bird,2162,2654,2169,2667
bird,2169,2660,2179,2669
bird,2367,858,2377,867
bird,2045,2365,2056,2373
bird,2134,2353,2142,2364
bird,2097,2349,2105,2358
bird,2090,2378,2100,2385
bird,2157,2351,2165,2358
